smiles,A,B,C,mu,alpha,homo,lumo,r2,zpve,u0,cv,u0_atom
CC1(O)CC=CC1,4.20885,2.3212,2.19512,1.2871,64.48,-0.2376,0.0282,704.9867,0.148286,-309.733988,27.395,-1622.767766923
CC1(CCC=C1)C,4.07202,2.23422,2.14319,0.1198,72.21,-0.2351,0.03,756.1592,0.171962,-273.806375,28.681,-1804.524493755
CC1(COC=N1)C,4.32251,2.36837,2.31433,1.4328,60.43,-0.2471,0.0256,681.1161,0.137006,-325.800949,25.909,-1516.182225728
CC1(C=CCO1)C,4.2207,2.36765,2.28654,1.3834,65.66,-0.2297,0.0195,704.2269,0.147403,-309.731369,27.428,-1621.124320852
CC1(O)CCC=C1,4.22727,2.27906,2.16141,1.3288,65.1,-0.2429,0.0236,715.7792,0.148216,-309.733888,27.597,-1622.705016023
CC1(CCCC1)C,3.85944,2.16237,2.07352,0.0504,73.18,-0.2969,0.0719,796.1568,0.195833,-275.012535,30.228,-1933.549129281
CC1(CCCO1)C,3.95366,2.28628,2.17199,1.4135,66.79,-0.2381,0.0787,749.0613,0.171716,-310.94019,28.7,-1751.818757827
CC1(CCOC1)C,4.03703,2.21795,2.1344,1.4972,66.33,-0.2434,0.075,751.5983,0.17205,-310.932716,28.45,-1747.1287555611
CC1(COCO1)C,4.16709,2.34578,2.25403,1.2671,59.62,-0.2499,0.0829,702.565,0.147852,-346.863396,27.023,-1567.2965988321
CC1(OCCO1)C,4.10869,2.42389,2.32418,0.7558,59.97,-0.2478,0.0851,696.107,0.147486,-346.868661,27.271,-1570.600433717
CC1(CCCC1)O,4.04236,2.23226,2.08954,1.2861,66.51,-0.2594,0.068,754.8611,0.172177,-310.94266,29.035,-1753.368705057
CC1(O)CCOC1,4.14556,2.26051,2.13614,1.1467,59.29,-0.2458,0.0683,713.3081,0.14846,-346.859213,27.268,-1564.6717286851
CC1(C)C(O)C1O,3.39543,2.24911,2.0787,1.9606,60.43,-0.2271,0.0562,750.2223,0.146016,-346.833711,30.591,-1548.668994167
CC1(O)C(O)C1O,3.43041,2.30436,2.1097,0.9839,53.19,-0.2236,0.0508,707.3996,0.122297,-382.757521,29.487,-1364.525850608
CC1C(C)C1(C)C,2.97117,2.21615,1.91778,0.0569,74.93,-0.2497,0.0827,856.5319,0.192745,-274.986857,33.607,-1917.435953179
CC1C(C)C1(C)O,3.01164,2.26872,1.94217,1.3601,67.7,-0.2379,0.0772,813.2486,0.169222,-310.91227,32.405,-1734.298706547
CC1C(O)C1(C)C,3.16552,2.2371,1.99418,1.2775,67.65,-0.2382,0.0724,802.745,0.16932,-310.911364,32.236,-1733.730183393
CC1C(O)C1(C)O,3.18001,2.31112,2.02665,1.0529,60.53,-0.2404,0.0705,758.5937,0.145588,-346.836423,31.098,-1550.3707985751
CC1N(C)C1(C)C,3.15608,2.26253,2.0059,1.2476,71.72,-0.2097,0.082,819.6085,0.180715,-291.021574,32.877,-1790.617011788
C#CCC(=O)C#C,8.90113,1.44646,1.25373,2.9432,59.98,-0.267,-0.0641,873.4893,0.074543,-306.056425,25.907,-1198.618746098
C#CCC(=O)C#N,8.92939,1.44957,1.25662,3.0728,54.62,-0.2896,-0.0944,851.5448,0.063906,-322.155306,24.092,-1112.063292183
C#CC(=O)CC#N,8.95139,1.45747,1.26307,5.8999,54.85,-0.2937,-0.0832,846.9512,0.064294,-322.161948,23.798,-1116.231206961
C(C#N)C(=O)C#N,8.97408,1.46004,1.26545,2.5898,49.53,-0.3277,-0.1151,825.6378,0.053602,-338.257996,22.051,-1027.898020049
C#CCC(=O)C=O,6.73046,1.56457,1.27919,0.572,53.76,-0.2571,-0.1038,848.8185,0.074512,-343.232602,24.902,-1172.495546428
C(C#N)C(=O)C=O,9.8734,1.36893,1.21113,4.818,49.13,-0.2777,-0.1201,868.7572,0.063841,-359.328735,22.981,-1084.215697781
C#CC(=N)NC=O,7.97173,1.58911,1.32499,5.2935,57.62,-0.2552,-0.0515,824.0097,0.07735,-339.419688,24.356,-1129.018585363
N=C(OC=O)C#C,7.21285,1.56037,1.29131,4.1393,53.35,-0.2861,-0.0638,833.2372,0.064516,-359.297643,23.293,-1064.705187953
N=C(OC=O)C#N,7.35474,1.55737,1.29328,2.7129,48.09,-0.3102,-0.0914,812.3984,0.053821,-375.394844,21.512,-977.095518918
C(=N)NC(=N)C#N,7.00256,1.50522,1.23891,1.8946,58.92,-0.2655,-0.0703,871.044,0.079516,-335.632054,23.481,-1101.405051818
C#CC(=O)NC=N,8.17957,1.59325,1.33351,5.1914,58.24,-0.2549,-0.0509,827.4768,0.077374,-339.418028,24.471,-1127.976920423
N=COC(=O)C#C,7.41091,1.5729,1.29751,0.8115,54.23,-0.2877,-0.0682,836.116,0.064727,-359.297522,23.195,-1064.629259364
N=COC(=O)C#N,7.44813,1.57744,1.30174,3.5985,48.87,-0.3116,-0.0961,814.4597,0.054026,-375.393636,21.441,-976.337488046
C#CC(=O)NC=O,8.29503,1.59739,1.33945,5.7352,53.04,-0.2656,-0.067,805.7211,0.064901,-359.31705,23.417,-1076.883255116
C(=O)C(=N)NC=O,8.57841,1.50903,1.28329,4.8725,51.51,-0.2619,-0.0944,835.7589,0.077378,-376.595314,23.163,-1102.549628234
N=C(OC=O)C=O,9.34497,1.40531,1.22327,1.2731,46.63,-0.285,-0.1049,858.8845,0.064513,-396.475511,22.248,-1039.643106002
C(=O)C(=N)NC=N,9.0332,1.35275,1.17656,1.1294,58.23,-0.253,-0.0891,919.8704,0.090171,-356.708234,24.141,-1161.137006019
C(=O)C(=O)NC=N,8.65446,1.51492,1.28924,6.2626,52.59,-0.2514,-0.0893,841.7272,0.07707,-376.588479,23.53,-1098.260604219
N=COC(=O)C=O,9.27822,1.42431,1.23476,2.0651,48.04,-0.2804,-0.1056,862.1107,0.064543,-396.470299,22.343,-1036.372529094
C(=O)C(=O)NC=O,8.8021,1.51495,1.2925,5.8384,47.28,-0.2635,-0.1036,820.9676,0.064558,-396.486463,22.54,-1046.51558457
CC#CC(=O)C#C,5.42466,1.43284,1.14152,3.8542,65.61,-0.266,-0.0777,974.7892,0.075189,-306.067385,25.629,-1205.496244738
CC#CC(=O)C#N,5.47598,1.4411,1.14904,5.2638,60.31,-0.2983,-0.1067,950.1786,0.064536,-322.167165,23.824,-1119.5049214141
CC#CC(=O)C=O,7.48524,1.24204,1.07239,5.6058,59.26,-0.2562,-0.1058,1019.8921,0.074732,-343.239068,24.832,-1176.553019622
CC#CC(C)C#C,4.63524,1.40461,1.1336,0.7609,71.21,-0.2471,0.0411,1049.7488,0.121897,-271.326117,29.904,-1503.843516261
CC#CC(C)C#N,4.71246,1.41059,1.14126,4.1576,66.15,-0.2669,0.0204,1024.0718,0.111627,-287.433999,27.836,-1422.936270855
CC#CC(N)C#N,4.78166,1.41995,1.14805,5.0112,62.73,-0.2613,0.0048,999.9589,0.100789,-303.472917,27.312,-1298.753494773
CC#CC(O)C#C,4.77468,1.42045,1.14772,1.9816,64.01,-0.2555,0.0123,1005.2562,0.098387,-307.24543,28.527,-1316.878464729
CC#CC(O)C#N,4.85645,1.42722,1.15584,4.1824,59.11,-0.2796,-0.0099,979.765,0.088005,-323.351196,26.523,-1234.6434102791
CC#CC(C)C=O,4.88295,1.31865,1.09265,2.8947,67.12,-0.2428,-0.0256,1070.4587,0.12176,-308.508254,28.802,-1481.4602702311
CC#CC(O)C=O,5.94279,1.31105,1.15698,2.7775,59.52,-0.255,-0.0418,1001.7488,0.098575,-344.431605,26.937,-1297.029100041
CC(CC#C)C#C,6.62583,1.42684,1.22993,0.1459,68.84,-0.2592,0.0391,942.8225,0.122016,-271.319942,29.706,-1499.968648186
CC(CC#C)C#N,6.6472,1.438,1.23912,3.5402,63.46,-0.2807,0.0212,916.1111,0.111784,-287.427764,27.602,-1419.0237522401
CC(CC#N)C#C,6.64815,1.44006,1.23893,3.4211,63.59,-0.2801,0.0192,915.137,0.111784,-287.427777,27.582,-1419.031909857
CC(CC#N)C#N,6.67352,1.45114,1.24798,0.6891,58.34,-0.3343,0.0003,888.8668,0.101478,-303.533559,25.55,-1336.8068955511
NC(CC#C)C#N,6.89864,1.43128,1.24299,2.3425,60.22,-0.2691,0.0174,901.0198,0.100805,-303.468081,27.234,-1295.718861249
NC(CC#N)C#C,7.02872,1.46239,1.26086,3.1706,60.16,-0.2606,0.012,885.3082,0.100895,-303.469082,27.071,-1296.346997758
NC(CC#N)C#N,7.03993,1.47308,1.26905,0.9885,54.96,-0.2841,-0.0074,860.1507,0.09046,-319.573727,25.146,-1213.408505719
OC(CC#C)C#C,7.24749,1.43396,1.24801,1.5976,61.8,-0.2606,0.0238,904.3445,0.09829,-307.239887,28.479,-1313.400182342
OC(CC#C)C#N,7.27191,1.44333,1.25556,2.8469,56.6,-0.2811,0.0024,879.0547,0.087935,-323.345161,26.433,-1230.8563934641
OC(CC#N)C#C,7.32079,1.44499,1.25677,4.8335,56.7,-0.2889,0.006,877.2135,0.088049,-323.347275,26.357,-1232.1829474901
OC(CC#N)C#N,7.32477,1.45405,1.2636,1.4164,51.65,-0.3262,-0.0167,852.7824,0.077649,-339.450173,24.36,-1148.148197228
CC(CC#C)C=O,6.14001,1.3783,1.21574,2.2671,63.74,-0.252,-0.0277,952.1718,0.121788,-308.497008,28.608,-1474.403304017
CC(CC#N)C=O,5.30345,1.57365,1.28305,3.0734,58.21,-0.2731,-0.0423,884.2781,0.111624,-324.607903,26.382,-1395.3867432281
CN(CC#C)C=O,5.85547,1.50153,1.39011,3.4414,60.97,-0.2516,0.0187,873.245,0.111681,-324.560961,27.075,-1365.93021575
CN(CC#N)C=O,5.91579,1.51412,1.39501,3.2465,56.22,-0.2711,-0.0013,848.3537,0.101257,-340.665904,25.109,-1283.178721393
OC(CC#C)C=O,5.05361,1.6726,1.3306,1.8451,55.96,-0.2675,-0.0428,851.8114,0.098926,-344.426062,26.591,-1293.550817654
OC(CC#N)C=O,8.22326,1.39293,1.24948,4.1242,51.87,-0.2981,-0.0634,873.592,0.088306,-360.529992,24.692,-1210.16365668
CC(CC=O)C#C,6.23412,1.3572,1.18722,2.1768,63.84,-0.2529,-0.0289,965.4502,0.121699,-308.496384,28.587,-1474.011738401
CC(CC=O)C#N,6.26198,1.36444,1.19241,2.3599,58.72,-0.2714,-0.0443,940.0741,0.111437,-324.603558,26.519,-1392.6602166231
CC(NC=O)C#C,5.12611,1.62042,1.38625,3.32,61.02,-0.2533,0.0207,866.1768,0.111518,-324.569051,27.757,-1371.00676356
CC(NC=O)C#N,4.59496,1.69524,1.42772,3.6016,56.08,-0.2751,0.001,836.805,0.101215,-340.674935,25.702,-1288.845755172
CC(OC=N)C#C,4.10392,1.84506,1.34009,3.2872,61.8,-0.2661,0.0166,877.7344,0.110882,-324.53683,27.634,-1350.787796071
CC(OC=N)C#N,4.21935,1.83705,1.3474,3.401,56.98,-0.2856,-0.0024,856.4029,0.100392,-340.64124,25.702,-1267.701839417
CC(OC=O)C#C,4.20358,1.79572,1.32715,3.9195,57.19,-0.2778,-0.0018,865.6651,0.098627,-344.439723,26.632,-1302.1232181031
CC(OC=O)C#N,4.43147,1.73713,1.31906,4.1997,52.59,-0.3,-0.0218,852.8656,0.088119,-360.542928,24.694,-1218.2811131041
OC(CC=O)C#C,6.20149,1.37611,1.17249,3.1219,56.73,-0.2501,-0.0291,939.2042,0.098184,-344.417597,27.355,-1288.238953969
OC(CC=O)C#N,6.83202,1.37856,1.2231,1.3957,51.86,-0.2734,-0.0442,895.0568,0.087782,-360.52294,25.28,-1205.7384632121
CC(CC=O)C=O,5.84332,1.34764,1.17766,0.5858,59.36,-0.2545,-0.0412,963.3698,0.121569,-345.674176,27.478,-1448.901965766
CC(NC=O)C=O,5.21291,1.54267,1.36611,2.863,56.21,-0.255,-0.0361,873.0684,0.11152,-361.749428,26.513,-1347.51910169
CC(OC=N)C=O,6.80451,1.37144,1.19942,3.0597,57.05,-0.2654,-0.0409,945.7892,0.110468,-361.716824,26.639,-1327.059798254
CC(OC=O)C=O,6.56078,1.38159,1.19923,2.3722,52.52,-0.2745,-0.0483,924.2222,0.098321,-381.619786,25.598,-1278.438518407
CN(CC=O)C=O,6.84248,1.35075,1.22109,1.2395,56.52,-0.2525,-0.0456,929.0995,0.111234,-361.739999,26.121,-1341.602319329
OC(CC=O)C=O,7.64386,1.31224,1.17848,1.7229,52.54,-0.2569,-0.0521,928.2898,0.0986,-381.602419,25.572,-1267.540569604
CC(=NC)NC=O,7.13815,1.51205,1.26707,1.7589,64.29,-0.2468,-0.0119,918.5395,0.123886,-341.869641,27.579,-1410.682902612
CC(=NC)OC=O,5.32943,1.59416,1.25372,4.3756,58.19,-0.2587,-0.0171,919.9046,0.110524,-361.742598,27.02,-1343.23321522
CN=C(N)NC=O,7.79216,1.57252,1.32188,0.6445,59.34,-0.2264,-0.0086,871.8481,0.113649,-357.934562,26.863,-1302.817243057
CN=CN(C)C=O,7.82841,1.34948,1.16775,2.6154,65.22,-0.2485,-0.0124,986.4866,0.124114,-341.865386,27.096,-1408.012851817
CC#CC(=O)CO,7.85448,1.16098,1.02438,4.7561,61.12,-0.2543,-0.0448,1092.054,0.098324,-344.433499,27.439,-1298.217602087
CCC(=O)C#CC,7.74358,1.14878,1.01918,3.4237,68.17,-0.2525,-0.0431,1147.9697,0.121957,-308.519863,28.716,-1488.745022212
CC#CC(=O)NC,7.91069,1.19122,1.04896,3.9779,65.82,-0.2485,-0.0131,1103.556,0.111591,-324.584824,28.038,-1380.904463017
CC#CC(=O)OC,8.61868,1.21327,1.07791,2.2415,61.53,-0.2644,-0.0302,1066.4659,0.099338,-344.459234,26.489,-1314.366546202
CCC(=O)CC#C,8.67621,1.30447,1.15914,2.7209,63.33,-0.2479,-0.0146,1004.0902,0.121391,-308.50722,28.912,-1480.811425925
CCC(=O)CC#N,8.78603,1.31135,1.16546,5.6727,58.49,-0.2718,-0.0345,976.7854,0.111155,-324.614082,26.819,-1399.264121339
CNC(=O)CC#C,4.60665,1.81412,1.32293,3.1768,60.6,-0.2452,0.032,872.5536,0.111633,-324.578146,27.842,-1376.713957915
CNC(=O)CC#N,4.63736,1.83987,1.33924,1.1437,55.82,-0.2683,0.0125,844.3381,0.101276,-340.684749,25.845,-1295.004128498
COC(=O)CC#C,9.37456,1.39573,1.23338,2.0283,56.09,-0.2674,0.0102,921.1028,0.098887,-344.450127,26.66,-1308.651821739
COC(=O)CC#N,9.46544,1.40475,1.24209,5.3249,51.37,-0.297,-0.0094,893.6806,0.088598,-360.556344,24.617,-1226.6997738481
C#CCC(=O)CO,8.90421,1.31044,1.16982,4.03,56.49,-0.2491,-0.0164,951.6106,0.097813,-344.419977,27.616,-1289.732425389
C(C#N)C(=O)CO,9.01403,1.31732,1.17643,6.6869,51.75,-0.2738,-0.0366,924.4802,0.087505,-360.526364,25.548,-1207.887054028
CCC(=N)NC=O,7.65509,1.45124,1.23851,4.5508,59.79,-0.2511,-0.0189,938.2088,0.125042,-341.875439,26.874,-1414.321199794
CCC(=O)CC=O,6.35729,1.28907,1.1888,2.6304,59.13,-0.2494,-0.0377,1001.3994,0.121749,-345.687338,27.528,-1457.1612392241
CCC(=O)NC=N,8.9112,1.27351,1.12974,1.6873,62.0,-0.2577,-0.0145,1021.885,0.124828,-341.882531,27.187,-1418.771493622
CCC(=O)NC=O,7.94852,1.43693,1.23542,5.5391,56.25,-0.2499,-0.0281,931.5737,0.111916,-361.769162,26.378,-1359.902364296
CCC(=O)OC=N,9.03483,1.33173,1.17738,1.0736,57.05,-0.2756,-0.0216,977.6157,0.111738,-361.754136,26.215,-1350.4734140621
CNC(=O)CC=O,6.67183,1.33195,1.2174,3.7723,56.27,-0.2481,-0.0266,961.1479,0.111551,-361.754326,26.774,-1350.592640772
CNC(=O)NC=N,4.45742,2.07142,1.42693,3.1627,57.59,-0.243,-0.0007,817.129,0.114527,-357.944802,26.071,-1309.242935217
CNC(=O)NC=O,8.178,1.49631,1.28869,6.333,53.67,-0.2511,-0.0073,884.9329,0.101046,-377.82658,26.01,-1247.328504714
CNC(=O)OC=N,9.32708,1.38782,1.21736,2.2159,54.6,-0.268,0.0052,932.7949,0.101303,-377.815601,25.52,-1240.439083403
COC(=N)NC=O,4.77663,2.05398,1.44944,2.7669,54.27,-0.2591,-0.0098,794.657,0.101327,-377.797879,25.276,-1229.318368905
COC(=O)CC=O,7.58711,1.33223,1.21832,2.9146,51.96,-0.2593,-0.0321,939.3653,0.099054,-381.630205,25.402,-1284.976534678
COC(=O)NC=N,8.38323,1.54988,1.31891,3.9863,54.05,-0.2548,-0.0008,869.7872,0.101505,-377.80758,25.32,-1235.405833714
COC(=O)NC=O,8.49953,1.55421,1.32492,4.8191,49.43,-0.2648,-0.019,847.1845,0.089124,-397.707881,24.238,-1185.114752418
C(C(=O)NC=O)N,8.09329,1.43488,1.2358,4.4142,52.59,-0.246,-0.0325,903.9591,0.101317,-377.811306,25.834,-1237.743932248
NCC(=O)OC=N,9.14031,1.33098,1.1772,1.2698,53.28,-0.2567,-0.0254,950.092,0.101077,-377.795528,25.722,-1227.843095246
C(C(=N)NC=O)O,7.92611,1.49137,1.2651,4.268,52.88,-0.2676,-0.034,871.8632,0.101727,-377.799358,25.093,-1230.246454716
C(C=O)C(=O)CO,6.35201,1.31368,1.20178,3.4324,52.38,-0.2521,-0.0406,944.5711,0.098102,-381.600777,26.249,-1266.510199826
C(C(=O)NC=N)O,8.1931,1.44003,1.23426,6.3213,54.16,-0.2411,-0.0115,904.6652,0.100495,-377.78067,26.269,-1218.519566524
C(C(=O)NC=O)O,8.30634,1.44292,1.23893,6.8724,49.53,-0.2525,-0.0299,881.9452,0.088083,-397.680771,25.203,-1168.102983428
OCC(=O)OC=N,9.26855,1.34536,1.18348,1.4382,50.12,-0.2785,-0.0235,924.4359,0.088035,-397.667072,25.013,-1159.5067376371
CC#CC(C)CO,6.07246,1.15686,1.01556,1.4622,69.17,-0.2426,0.0614,1159.9415,0.145766,-309.695742,31.269,-1598.768057709
CC#CC(O)CO,6.83111,1.1566,1.03219,3.0776,62.31,-0.2511,0.0275,1112.4838,0.122947,-345.621773,29.344,-1416.0186116391
CCC(C)C#CC,5.72019,1.15024,1.00546,0.1229,76.63,-0.2394,0.0641,1220.8476,0.169246,-273.773506,32.502,-1783.898900434
CCC(O)C#CC,6.36162,1.14931,1.01969,1.8851,69.52,-0.2481,0.0411,1175.7881,0.145641,-309.697879,31.297,-1600.109044442
COC(C)C#CC,5.84912,1.21803,1.05548,0.9536,70.15,-0.2413,0.0476,1146.8825,0.145042,-309.684571,30.902,-1591.75815467
CC(CO)CC#C,6.68658,1.27117,1.15043,1.7586,66.12,-0.259,0.0538,1022.2116,0.145683,-309.684327,31.13,-1591.605042474
CC(CO)CC#N,6.755,1.28013,1.15632,4.9239,61.15,-0.2819,0.0339,993.6555,0.135494,-325.793166,28.99,-1511.298323181
CCC(C)CC#C,6.41145,1.25296,1.13614,0.744,73.38,-0.2584,0.0553,1082.5284,0.169257,-273.763068,32.331,-1777.348961492
CCC(C)CC#N,6.47102,1.26155,1.14167,4.0941,68.29,-0.3142,0.0351,1053.8927,0.159135,-289.872246,30.173,-1697.2549677501
CCC(O)CC#C,7.11673,1.27259,1.15793,1.7323,66.44,-0.255,0.0489,1037.5,0.145446,-309.688194,31.246,-1594.031619777
CCC(O)CC#N,7.20734,1.27962,1.16323,4.9708,61.52,-0.2866,0.0292,1009.8534,0.135337,-325.796704,29.062,-1513.518450023
CCN(C)CC#N,6.7384,1.33502,1.22344,4.1783,65.7,-0.2359,0.023,992.8362,0.147412,-305.898313,29.115,-1565.008073509
COC(C)CC#C,3.94272,1.77332,1.31023,1.4918,66.33,-0.2505,0.0573,937.8226,0.145061,-309.678344,30.835,-1587.850656127
COC(C)CC#N,3.96202,1.80224,1.32496,4.4834,61.49,-0.2684,0.0366,908.6332,0.134922,-325.787515,28.7,-1507.752269822
OCC(O)CC#C,7.59045,1.32755,1.19194,2.0606,59.11,-0.2614,0.0396,957.6244,0.122878,-345.614442,29.243,-1411.41834316
OCC(O)CC#N,4.7756,1.52395,1.23069,4.2798,54.15,-0.2769,0.0295,915.5776,0.112155,-361.717032,27.676,-1327.1903201261
CC(CO)CC=O,6.82924,1.19774,1.09019,3.2548,61.44,-0.2499,-0.0204,1052.4737,0.145476,-346.86207,29.951,-1566.4645218981
CC(CO)NC=O,4.80946,1.58999,1.39529,4.2236,58.51,-0.2446,0.0375,888.8399,0.135832,-362.938898,28.787,-1466.070612006
CC(CO)OC=N,4.7337,1.5545,1.3371,3.3866,59.65,-0.2637,0.0184,921.8074,0.135273,-362.909074,28.59,-1447.35578359
CC(CO)OC=O,4.64037,1.55131,1.32581,3.2115,55.07,-0.2795,0.0013,906.6144,0.122964,-382.812383,27.628,-1398.9522493661
CCC(C)CC=O,6.54277,1.1887,1.08159,2.8115,68.5,-0.2474,-0.0192,1111.1501,0.169072,-310.940195,31.147,-1751.8218953721
CCC(C)NC=O,3.11831,1.99408,1.42419,3.6266,65.37,-0.2483,0.0344,915.0703,0.158888,-327.016183,30.371,-1650.9008779201
CCC(C)OC=O,3.53439,1.78413,1.27293,4.0656,62.08,-0.2745,0.0105,954.2536,0.145953,-346.890881,29.321,-1584.543683697
CCC(O)CC=O,6.65187,1.18922,1.08467,3.2998,61.58,-0.2432,-0.0202,1082.4836,0.145479,-346.866543,29.997,-1569.271369655
COC(C)CC=O,4.39281,1.5029,1.19739,3.2661,61.83,-0.2412,-0.0176,995.3581,0.144979,-346.857051,29.678,-1563.3150542271
OCC(O)CC=O,7.52643,1.24039,1.13302,1.3133,54.37,-0.257,-0.0282,991.1089,0.122703,-382.790027,28.049,-1384.9236581621
CCN=C(C#N)N,6.22083,1.48091,1.32427,5.0519,62.56,-0.2582,-0.0392,906.5553,0.112923,-320.770299,27.74,-1336.416584953
CCN=C(C=O)N,6.7371,1.4175,1.29984,2.7291,62.54,-0.2441,-0.06,931.9014,0.124034,-341.85365,28.114,-1400.648406193
CCCC(=O)C#C,6.50743,1.29884,1.10468,2.6768,64.62,-0.263,-0.0549,1042.7723,0.122086,-308.505267,28.48,-1479.585900848
CCCC(=O)C#N,6.53172,1.29933,1.10575,3.6593,59.35,-0.2959,-0.0845,1020.6226,0.111499,-324.605875,26.677,-1394.1141549761
CCNC(=N)C#N,6.18346,1.41985,1.17311,3.3126,61.88,-0.2508,-0.0393,971.1904,0.113279,-320.776082,27.173,-1340.0454695
CCNC(=O)C#C,6.26275,1.44102,1.27609,3.6583,62.42,-0.2566,-0.0238,937.9822,0.111771,-324.573795,27.757,-1373.983666256
CCOC(=N)C#C,6.29547,1.48711,1.22126,0.8369,62.87,-0.2644,-0.0258,949.7339,0.111582,-324.549529,27.313,-1358.756532862
CCOC(=N)C#N,6.35809,1.48865,1.22468,3.1179,57.62,-0.2952,-0.0528,927.172,0.101091,-340.650928,25.405,-1273.7811466091
CCOC(=O)C#C,6.44742,1.49065,1.22931,1.9938,58.25,-0.2779,-0.04,932.2865,0.099253,-344.449852,26.359,-1308.4792567641
CCOC(=O)C#N,6.43566,1.49618,1.23268,4.3984,53.09,-0.3155,-0.0683,910.1515,0.088721,-360.549337,24.526,-1222.302818285
CNCC(=O)C#N,6.40989,1.46305,1.32955,2.7295,56.09,-0.245,-0.0898,885.6223,0.100534,-340.639366,25.903,-1266.525887551
COCC(=O)C#C,6.89654,1.39031,1.17413,3.7987,58.42,-0.2665,-0.0582,960.446,0.098147,-344.41106,26.65,-1284.1369276361
COCC(=O)C#N,6.93597,1.39092,1.17571,4.0629,53.34,-0.2881,-0.0882,938.5369,0.087438,-360.510716,24.938,-1198.067793196
C#CC(=O)CCO,6.77844,1.31011,1.11294,1.4015,57.27,-0.2671,-0.0585,982.9256,0.098667,-344.424745,27.189,-1292.724388301
C(CO)C(=O)C#N,6.80956,1.31033,1.11394,3.686,52.1,-0.2876,-0.0886,961.0852,0.08802,-360.524672,25.389,-1206.8253088001
CCCC(=O)C=O,5.05847,1.42126,1.1325,1.1132,58.44,-0.2506,-0.0939,1011.9019,0.122047,-345.681183,27.451,-1453.298921329
CCNC(=N)C=O,7.86064,1.27549,1.11564,3.8249,61.31,-0.2373,-0.0671,1025.2984,0.123944,-341.84973,27.725,-1398.188570913
CCNC(=O)C=O,4.75431,1.62059,1.298,2.322,56.34,-0.2508,-0.0755,909.7756,0.112327,-361.755045,26.294,-1351.043819743
CCOC(=N)C=O,7.95399,1.34302,1.16571,2.5046,56.58,-0.269,-0.0751,977.2543,0.111841,-361.728608,26.086,-1334.4543643101
CCOC(=O)C=O,4.91691,1.67289,1.26797,1.9397,52.13,-0.2649,-0.084,899.3761,0.099196,-381.624797,25.381,-1281.5829660061
COCC(=O)C=O,5.32554,1.53289,1.20827,1.7598,52.47,-0.2548,-0.0984,927.7355,0.098097,-381.58674,25.694,-1257.7018559931
C(CO)C(=O)C=O,8.64796,1.18306,1.05417,3.2106,51.45,-0.2517,-0.0952,1020.1521,0.09831,-381.593528,26.26,-1261.961387085
CCC(=O)CCO,8.29055,1.12223,1.01298,1.1385,60.94,-0.2446,-0.0093,1142.851,0.14558,-346.875201,30.129,-1574.704342577
CCC(=O)COC,8.41075,1.18516,1.0677,3.4827,62.09,-0.2436,-0.0086,1119.7258,0.145021,-346.861026,29.599,-1565.809402502
CCCC(=O)CC,7.95712,1.11423,1.00746,2.426,68.27,-0.2404,-0.0055,1207.804,0.168958,-310.955141,31.407,-1761.2006448861
CCCC(=O)CO,8.13874,1.11934,1.01103,3.762,61.46,-0.2419,-0.007,1151.7994,0.145356,-346.868453,30.121,-1570.469911845
CCCC(=O)NC,7.79138,1.16349,1.05919,3.3426,66.05,-0.2413,0.0381,1147.6309,0.158899,-327.020807,30.574,-1653.802479536
CCCC(=O)OC,8.38043,1.19046,1.06988,1.5546,61.45,-0.2674,0.0194,1115.7103,0.146457,-346.898838,29.202,-1589.5367728101
CCC(=O)NCC,7.0586,1.25628,1.1677,3.3798,65.8,-0.2406,0.0374,1080.9387,0.158975,-327.023478,30.558,-1655.478556075
CCNC(=O)CO,7.34261,1.24451,1.14579,4.4501,58.99,-0.2423,0.0292,1043.4654,0.135031,-362.935648,29.469,-1464.031207756
CCNC(=O)NC,7.88922,1.24756,1.12804,3.5615,63.03,-0.2372,0.0669,1078.34,0.147875,-343.078368,30.187,-1541.318353741
CCNC(=O)OC,7.06321,1.36106,1.27189,2.2518,58.55,-0.2487,0.0639,985.298,0.135762,-362.960595,28.628,-1479.685674779
CCOC(=N)CC,7.45443,1.25944,1.10695,1.2804,65.95,-0.2566,0.039,1103.4198,0.158861,-326.998454,30.074,-1639.775770859
CCOC(=N)CO,7.86826,1.27011,1.11642,2.4553,58.89,-0.2574,0.0395,1044.6029,0.135138,-362.918463,28.916,-1453.247465591
CCOC(=N)OC,7.95294,1.3469,1.17739,1.2128,59.05,-0.2554,0.0617,1018.8532,0.135558,-362.923114,28.154,-1456.16600995
CCC(=O)OCC,7.89851,1.26249,1.11859,1.8144,61.68,-0.265,0.0212,1083.288,0.14628,-346.90405,29.302,-1592.807349718
CCOC(=O)CN,7.97544,1.26136,1.11798,1.8885,57.93,-0.2448,0.0173,1055.0356,0.135625,-362.946034,28.803,-1470.54851623
CCOC(=O)CO,8.05116,1.27311,1.12236,3.1154,54.75,-0.2673,0.0196,1029.4536,0.122602,-382.817123,28.091,-1401.926642026
CCOC(=O)NC,8.11134,1.31108,1.1531,2.3745,58.97,-0.2478,0.068,1038.2987,0.135545,-362.962787,28.771,-1481.061174507
CNC(=O)CCO,8.25695,1.16933,1.05725,2.2747,58.61,-0.2445,0.035,1087.5512,0.135431,-362.941094,29.342,-1467.44862177
